6 -20
5 -20
5 -19
6 -19
6 -20
5 -20
6 -20
5 -20
4 -20
4 -21
3 -21
3 -20
3 -19
3 -18
4 -18
4 -19
4 -18
5 -18
5 -19
5 -20
5 -19
4 -19
5 -19
4 -19
3 -19
3 -20
3 -21
3 -22
2 -22
1 -22
0 -22
-1 -22
0 -22
0 -23
1 -23
0 -23
1 -23
1 -22
1 -23
1 -24
1 -25
2 -25
1 -25
1 -24
1 -23
1 -24
0 -24
1 -24
1 -23
1 -22
0 -22
0 -23
-1 -23
0 -23
0 -24
1 -24
1 -25
1 -26
1 -27
2 -27
3 -27
4 -27
4 -26
3 -26
3 -27
3 -26
3 -27
3 -26
3 -27
4 -27
5 -27
5 -26
4 -26
4 -27
4 -28
4 -27
4 -28
4 -27
3 -27
4 -27
4 -28
5 -28
5 -27
5 -28
5 -29
5 -30
5 -31
4 -31
4 -32
4 -31
3 -31
4 -31
5 -31
5 -30
5 -31
6 -31
6 -32
5 -32
4 -32
4 -33
3 -33
3 -34
2 -34
2 -33
2 -32
3 -32
3 -31
4 -31
4 -32
3 -32
4 -32
5 -32
4 -32
3 -32
4 -32
5 -32
5 -33
6 -33
7 -33
7 -34
7 -35
7 -36
8 -36
8 -35
8 -36
8 -37
8 -36
8 -37
7 -37
7 -38
7 -39
6 -39
5 -39
5 -40
6 -40
7 -40
7 -41
7 -42
8 -42
9 -42
10 -42
10 -41
10 -40
11 -40
10 -40
10 -41
9 -41
8 -41
7 -41
6 -41
5 -41
5 -42
5 -41
5 -42
5 -41
5 -42
5 -43
5 -44
6 -44
5 -44
4 -44
4 -43
3 -43
4 -43
5 -43
6 -43
6 -44
7 -44
7 -43
8 -43
8 -44
8 -45
8 -44
8 -45
8 -44
8 -45
8 -44
7 -44
7 -43
7 -44
7 -43
8 -43
9 -43
10 -43
11 -43
12 -43
11 -43
11 -42
12 -42
12 -43
11 -43
11 -44
10 -44
9 -44
9 -45
9 -46
10 -46
10 -45
10 -44
9 -44
8 -44
8 -45
9 -45
8 -45
8 -46
8 -47
7 -47
7 -46
8 -46
8 -47
8 -46
8 -45
7 -45
8 -45
8 -46
8 -47
8 -46
8 -47
7 -47
8 -47
7 -47
6 -47
5 -47
4 -47
4 -48
5 -48
6 -48
6 -49
6 -50
6 -49
6 -50
7 -50
8 -50
9 -50
9 -51
8 -51
7 -51
7 -50
7 -51
8 -51
8 -52
7 -52
7 -53
6 -53
6 -52
5 -52
5 -53
5 -54
5 -55
6 -55
7 -55
6 -55
6 -54
6 -53
6 -54
6 -53
6 -52
6 -53
6 -52
7 -52
6 -52
6 -51
7 -51
8 -51
8 -50
9 -50
9 -51
10 -51
10 -52
11 -52
12 -52
12 -51
13 -51
13 -52
13 -53
12 -53
11 -53
11 -54
12 -54
11 -54
12 -54
13 -54
12 -54
13 -54
13 -55
13 -56
14 -56
14 -55
14 -56
14 -55
14 -56
13 -56
12 -56
12 -57
12 -58
12 -57
12 -58
11 -58
11 -57
10 -57
10 -56
11 -56
12 -56
13 -56
13 -55
12 -55
12 -56
11 -56
11 -57
10 -57
9 -57
8 -57
8 -58
7 -58
7 -59
6 -59
5 -59
5 -58
6 -58
6 -59
7 -59
6 -59
7 -59
7 -58
7 -59
7 -58
7 -57
6 -57
6 -58
7 -58
7 -57
6 -57
5 -57
6 -57
6 -56
5 -56
5 -55
6 -55
6 -56
6 -55
6 -56
5 -56
6 -56
6 -55
6 -54
7 -54
7 -55
7 -54
7 -55
6 -55
6 -56
6 -55
6 -56
5 -56
4 -56
5 -56
5 -57
4 -57
3 -57
3 -56
3 -57
3 -56
4 -56
5 -56
6 -56
7 -56
8 -56
7 -56
7 -55
7 -54
7 -55
7 -56
7 -55
7 -56
7 -57
6 -57
5 -57
5 -56
4 -56
5 -56
4 -56
4 -55
3 -55
3 -54
4 -54
5 -54
4 -54
4 -55
3 -55
3 -54
3 -53
4 -53
4 -52
3 -52
4 -52
3 -52
3 -53
3 -52
4 -52
3 -52
4 -52
5 -52
5 -51
4 -51
4 -52
3 -52
3 -53
2 -53
2 -52
2 -51
1 -51
1 -50
2 -50
2 -51
1 -51
0 -51
0 -50
0 -51
0 -50
0 -49
0 -48
1 -48
2 -48
1 -48
2 -48
2 -49
1 -49
2 -49
2 -50
2 -51
2 -52
1 -52
2 -52
2 -53
2 -52
2 -53
2 -52
3 -52
4 -52
4 -53
4 -54
4 -55
4 -54
3 -54
3 -55
3 -56
2 -56
2 -57
1 -57
1 -58
1 -57
1 -56
1 -55
1 -54
1 -53
1 -52
1 -51
1 -52
0 -52
0 -51
0 -52
0 -53
-1 -53
0 -53
-1 -53
-2 -53
-3 -53
-3 -52
-3 -53
-2 -53
-2 -52
-2 -53
-1 -53
-1 -54
-1 -53
0 -53
0 -52
-1 -52
-1 -53
-2 -53
-3 -53
-3 -52
-3 -51
-3 -50
-3 -51
-3 -50
-4 -50
-5 -50
-5 -49
-6 -49
-6 -48
-6 -49
-5 -49
-5 -48
-6 -48
-6 -49
-6 -50
-6 -51
-5 -51
-5 -50
-5 -51
-5 -50
-4 -50
-3 -50
-3 -51
-4 -51
-4 -52
-5 -52
-6 -52
-6 -53
-5 -53
-5 -54
-5 -55
-5 -54
-5 -53
-5 -54
-5 -55
-5 -56
-6 -56
-6 -55
-6 -56
-5 -56
-6 -56
-6 -55
-5 -55
-6 -55
-5 -55
-5 -54
-5 -53
-5 -52
-5 -51
-5 -50
-6 -50
-5 -50
-4 -50
-4 -49
-4 -48
-5 -48
-5 -47
-4 -47
-5 -47
-4 -47
-3 -47
-2 -47
-3 -47
-4 -47
-4 -46
-3 -46
-4 -46
-5 -46
-5 -45
-4 -45
-4 -44
-4 -43
-4 -42
-3 -42
-4 -42
-4 -41
-4 -42
-3 -42
-3 -41
-4 -41
-5 -41
-5 -42
-6 -42
-6 -43
-5 -43
-5 -42
-4 -42
-4 -41
-4 -42
-4 -43
-5 -43
-4 -43
-4 -42
